n,k,seed,strategy,K,Y,B,turns,density
40,2,5,min_cut_vertex_front,30,10,0,5,0.1385
40,2,5,hybrid,25,11,4,6,0.1385
40,2,6,max_degree,21,8,11,4,0.1385
40,2,6,max_white_neighbors,23,12,5,6,0.1385
40,2,6,min_cut_edge_front,21,8,11,4,0.1385
40,2,6,min_cut_vertex_front,22,12,6,6,0.1385
40,2,6,hybrid,23,12,5,6,0.1385
40,2,7,max_degree,23,8,9,4,0.1385
40,2,7,max_white_neighbors,23,8,9,4,0.1385
40,2,7,min_cut_edge_front,23,8,9,4,0.1385
40,2,7,min_cut_vertex_front,31,9,0,5,0.1385
40,2,7,hybrid,23,8,9,4,0.1385
40,2,8,max_degree,18,10,12,5,0.1346
40,2,8,max_white_neighbors,18,10,12,5,0.1346
40,2,8,min_cut_edge_front,22,14,4,7,0.1346
40,2,8,min_cut_vertex_front,27,10,3,5,0.1346
40,2,8,hybrid,22,14,4,7,0.1346
40,2,9,max_degree,27,11,2,6,0.1397
40,2,9,max_white_neighbors,24,10,6,5,0.1397
40,2,9,min_cut_edge_front,27,11,2,6,0.1397
40,2,9,min_cut_vertex_front,30,10,0,5,0.1397
40,2,9,hybrid,24,10,6,5,0.1397
40,2,10,max_degree,28,11,1,6,0.1423
40,2,10,max_white_neighbors,24,11,5,6,0.1423
40,2,10,min_cut_edge_front,28,11,1,6,0.1423
40,2,10,min_cut_vertex_front,27,13,0,7,0.1423
40,2,10,hybrid,24,11,5,6,0.1423
40,2,11,max_degree,14,7,19,4,0.1397
40,2,11,max_white_neighbors,14,7,19,4,0.1397
40,2,11,min_cut_edge_front,14,7,19,4,0.1397
40,2,11,min_cut_vertex_front,26,14,0,7,0.1397
40,2,11,hybrid,14,7,19,4,0.1397
40,2,12,max_degree,21,9,10,5,0.1385
40,2,12,max_white_neighbors,21,9,10,5,0.1385
40,2,12,min_cut_edge_front,21,9,10,5,0.1385
40,2,12,min_cut_vertex_front,29,10,1,5,0.1385
40,2,12,hybrid,21,9,10,5,0.1385
40,2,13,max_degree,26,10,4,5,0.1372
40,2,13,max_white_neighbors,23,7,10,4,0.1372
40,2,13,min_cut_edge_front,25,8,7,4,0.1372
40,2,13,min_cut_vertex_front,32,8,0,4,0.1372
40,2,13,hybrid,23,7,10,4,0.1372
40,2,14,max_degree,28,11,1,6,0.1385
40,2,14,max_white_neighbors,28,11,1,6,0.1385
40,2,14,min_cut_edge_front,28,11,1,6,0.1385
40,2,14,min_cut_vertex_front,28,12,0,6,0.1385
40,2,14,hybrid,28,11,1,6,0.1385
40,2,15,max_degree,28,12,0,6,0.1385
40,2,15,max_white_neighbors,28,11,1,6,0.1385
40,2,15,min_cut_edge_front,28,12,0,6,0.1385
40,2,15,min_cut_vertex_front,30,10,0,5,0.1385
40,2,15,hybrid,28,11,1,6,0.1385
40,2,16,max_degree,30,9,1,5,0.1359
40,2,16,max_white_neighbors,30,9,1,5,0.1359
40,2,16,min_cut_edge_front,30,9,1,5,0.1359
40,2,16,min_cut_vertex_front,30,7,3,4,0.1359
40,2,16,hybrid,30,9,1,5,0.1359
40,2,17,max_degree,22,9,9,5,0.1372
40,2,17,max_white_neighbors,26,11,3,6,0.1372
40,2,17,min_cut_edge_front,22,9,9,5,0.1372
40,2,17,min_cut_vertex_front,30,10,0,5,0.1372
40,2,17,hybrid,26,11,3,6,0.1372
40,2,18,max_degree,25,12,3,6,0.1423
40,2,18,max_white_neighbors,24,14,2,7,0.1423
40,2,18,min_cut_edge_front,25,12,3,6,0.1423
40,2,18,min_cut_vertex_front,28,12,0,6,0.1423
40,2,18,hybrid,24,14,2,7,0.1423
40,2,19,max_degree,28,10,2,5,0.1372
40,2,19,max_white_neighbors,28,10,2,5,0.1372
40,2,19,min_cut_edge_front,28,10,2,5,0.1372
40,2,19,min_cut_vertex_front,29,10,1,5,0.1372
40,2,19,hybrid,28,10,2,5,0.1372
40,2,20,max_degree,30,9,1,5,0.1372
40,2,20,max_white_neighbors,29,9,2,5,0.1372
40,2,20,min_cut_edge_front,30,9,1,5,0.1372
40,2,20,min_cut_vertex_front,32,8,0,4,0.1372
40,2,20,hybrid,29,9,2,5,0.1372
40,2,21,max_degree,21,11,8,6,0.1359
40,2,21,max_white_neighbors,21,11,8,6,0.1359
40,2,21,min_cut_edge_front,21,11,8,6,0.1359
40,2,21,min_cut_vertex_front,30,10,0,5,0.1359
40,2,21,hybrid,21,11,8,6,0.1359
40,2,22,max_degree,28,10,2,5,0.1359
40,2,22,max_white_neighbors,21,9,10,5,0.1359
40,2,22,min_cut_edge_front,28,10,2,5,0.1359
40,2,22,min_cut_vertex_front,28,10,2,5,0.1359
40,2,22,hybrid,21,9,10,5,0.1359
40,2,23,max_degree,26,10,4,5,0.1372
40,2,23,max_white_neighbors,24,8,8,4,0.1372
40,2,23,min_cut_edge_front,26,10,4,5,0.1372
40,2,23,min_cut_vertex_front,31,8,1,4,0.1372
40,2,23,hybrid,24,8,8,4,0.1372
40,2,24,max_degree,24,10,6,5,0.1397
40,2,24,max_white_neighbors,22,8,10,4,0.1397
40,2,24,min_cut_edge_front,24,10,6,5,0.1397
40,2,24,min_cut_vertex_front,31,8,1,4,0.1397
40,2,24,hybrid,22,8,10,4,0.1397
40,2,25,max_degree,28,11,1,6,0.1359
40,2,25,max_white_neighbors,26,10,4,5,0.1359
40,2,25,min_cut_edge_front,28,11,1,6,0.1359
40,2,25,min_cut_vertex_front,29,9,2,5,0.1359
40,2,25,hybrid,26,10,4,5,0.1359
40,2,26,max_degree,27,11,2,6,0.1359
40,2,26,max_white_neighbors,21,12,7,6,0.1359
40,2,26,min_cut_edge_front,27,12,1,6,0.1359
40,2,26,min_cut_vertex_front,27,12,1,6,0.1359
40,2,26,hybrid,21,12,7,6,0.1359
40,2,27,max_degree,31,9,0,5,0.1372
40,2,27,max_white_neighbors,31,9,0,5,0.1372
40,2,27,min_cut_edge_front,31,9,0,5,0.1372
40,2,27,min_cut_vertex_front,31,8,1,4,0.1372
40,2,27,hybrid,31,9,0,5,0.1372
40,2,28,max_degree,30,10,0,5,0.141
40,2,28,max_white_neighbors,30,10,0,5,0.141
40,2,28,min_cut_edge_front,30,10,0,5,0.141
40,2,28,min_cut_vertex_front,31,9,0,5,0.141
40,2,28,hybrid,30,10,0,5,0.141
40,2,29,max_degree,16,7,17,4,0.1385
40,2,29,max_white_neighbors,16,8,16,4,0.1385
40,2,29,min_cut_edge_front,16,7,17,4,0.1385
40,2,29,min_cut_vertex_front,27,12,1,6,0.1385
40,2,29,hybrid,16,8,16,4,0.1385
40,2,30,max_degree,28,11,1,6,0.1385
40,2,30,max_white_neighbors,31,9,0,5,0.1385
40,2,30,min_cut_edge_front,28,11,1,6,0.1385
40,2,30,min_cut_vertex_front,27,11,2,6,0.1385
40,2,30,hybrid,31,9,0,5,0.1385
40,3,1,max_degree,9,9,22,3,0.1359
40,3,1,max_white_neighbors,9,9,22,3,0.1359
40,3,1,min_cut_edge_front,9,9,22,3,0.1359
40,3,1,min_cut_vertex_front,21,18,1,6,0.1359
40,3,1,hybrid,9,9,22,3,0.1359
40,3,2,max_degree,14,11,15,4,0.141
40,3,2,max_white_neighbors,14,11,15,4,0.141
40,3,2,min_cut_edge_front,14,11,15,4,0.141
40,3,2,min_cut_vertex_front,21,17,2,6,0.141
40,3,2,hybrid,14,11,15,4,0.141
40,3,3,max_degree,11,10,19,4,0.141
40,3,3,max_white_neighbors,9,9,22,3,0.141
40,3,3,min_cut_edge_front,11,10,19,4,0.141
40,3,3,min_cut_vertex_front,10,9,21,3,0.141
40,3,3,hybrid,9,9,22,3,0.141
40,3,4,max_degree,16,14,10,5,0.1372
40,3,4,max_white_neighbors,16,13,11,5,0.1372
40,3,4,min_cut_edge_front,16,14,10,5,0.1372
40,3,4,min_cut_vertex_front,23,14,3,5,0.1372
40,3,4,hybrid,16,14,10,5,0.1372
40,3,5,max_degree,13,9,18,3,0.1385
40,3,5,max_white_neighbors,13,9,18,3,0.1385
40,3,5,min_cut_edge_front,13,9,18,3,0.1385
40,3,5,min_cut_vertex_front,24,16,0,6,0.1385
40,3,5,hybrid,13,9,18,3,0.1385
40,3,6,max_degree,12,10,18,4,0.1385
40,3,6,max_white_neighbors,11,10,19,4,0.1385
40,3,6,min_cut_edge_front,12,10,18,4,0.1385
40,3,6,min_cut_vertex_front,12,11,17,4,0.1385
40,3,6,hybrid,11,10,19,4,0.1385
40,3,7,max_degree,15,9,16,3,0.1385
40,3,7,max_white_neighbors,18,12,10,4,0.1385
40,3,7,min_cut_edge_front,15,9,16,3,0.1385
40,3,7,min_cut_vertex_front,24,14,2,5,0.1385
40,3,7,hybrid,18,12,10,4,0.1385
40,3,8,max_degree,9,7,24,3,0.1346
40,3,8,max_white_neighbors,9,7,24,3,0.1346
40,3,8,min_cut_edge_front,9,7,24,3,0.1346
40,3,8,min_cut_vertex_front,9,9,22,3,0.1346
40,3,8,hybrid,9,7,24,3,0.1346
40,3,9,max_degree,17,11,12,4,0.1397
40,3,9,max_white_neighbors,14,9,17,3,0.1397
40,3,9,min_cut_edge_front,17,11,12,4,0.1397
40,3,9,min_cut_vertex_front,19,16,5,6,0.1397
40,3,9,hybrid,14,9,17,3,0.1397
40,3,10,max_degree,14,12,14,4,0.1423
40,3,10,max_white_neighbors,11,10,19,4,0.1423
40,3,10,min_cut_edge_front,14,12,14,4,0.1423
40,3,10,min_cut_vertex_front,17,15,8,5,0.1423
40,3,10,hybrid,11,10,19,4,0.1423
40,3,11,max_degree,7,9,24,3,0.1397
40,3,11,max_white_neighbors,7,7,26,3,0.1397
40,3,11,min_cut_edge_front,7,9,24,3,0.1397
40,3,11,min_cut_vertex_front,7,8,25,3,0.1397
40,3,11,hybrid,7,9,24,3,0.1397
40,3,12,max_degree,15,12,13,4,0.1385
40,3,12,max_white_neighbors,15,12,13,4,0.1385
40,3,12,min_cut_edge_front,15,12,13,4,0.1385
40,3,12,min_cut_vertex_front,24,15,1,5,0.1385
40,3,12,hybrid,15,12,13,4,0.1385
40,3,13,max_degree,16,10,14,4,0.1372
40,3,13,max_white_neighbors,14,9,17,3,0.1372
40,3,13,min_cut_edge_front,16,10,14,4,0.1372
40,3,13,min_cut_vertex_front,26,14,0,5,0.1372
40,3,13,hybrid,14,9,17,3,0.1372
40,3,14,max_degree,9,9,22,3,0.1385
40,3,14,max_white_neighbors,9,9,22,3,0.1385
40,3,14,min_cut_edge_front,9,9,22,3,0.1385
40,3,14,min_cut_vertex_front,13,14,13,5,0.1385
40,3,14,hybrid,9,9,22,3,0.1385
40,3,15,max_degree,11,10,19,4,0.1385
40,3,15,max_white_neighbors,11,10,19,4,0.1385
40,3,15,min_cut_edge_front,11,10,19,4,0.1385
40,3,15,min_cut_vertex_front,24,15,1,5,0.1385
40,3,15,hybrid,11,10,19,4,0.1385
40,3,16,max_degree,23,12,5,4,0.1359
40,3,16,max_white_neighbors,23,12,5,4,0.1359
40,3,16,min_cut_edge_front,23,12,5,4,0.1359
40,3,16,min_cut_vertex_front,24,12,4,4,0.1359
40,3,16,hybrid,23,12,5,4,0.1359
40,3,17,max_degree,15,12,13,4,0.1372
40,3,17,max_white_neighbors,18,13,9,5,0.1372
40,3,17,min_cut_edge_front,15,12,13,4,0.1372
40,3,17,min_cut_vertex_front,21,15,4,5,0.1372
40,3,17,hybrid,18,13,9,5,0.1372
40,3,18,max_degree,6,6,28,2,0.1423
40,3,18,max_white_neighbors,6,6,28,2,0.1423
40,3,18,min_cut_edge_front,6,6,28,2,0.1423
40,3,18,min_cut_vertex_front,6,6,28,2,0.1423
40,3,18,hybrid,6,6,28,2,0.1423
40,3,19,max_degree,21,14,5,5,0.1372
40,3,19,max_white_neighbors,21,14,5,5,0.1372
40,3,19,min_cut_edge_front,21,14,5,5,0.1372
40,3,19,min_cut_vertex_front,24,15,1,5,0.1372
40,3,19,hybrid,21,14,5,5,0.1372
40,3,20,max_degree,22,13,5,5,0.1372
40,3,20,max_white_neighbors,22,13,5,5,0.1372
40,3,20,min_cut_edge_front,22,13,5,5,0.1372
40,3,20,min_cut_vertex_front,26,12,2,4,0.1372
40,3,20,hybrid,22,13,5,5,0.1372
40,3,21,max_degree,7,8,25,3,0.1359
40,3,21,max_white_neighbors,7,8,25,3,0.1359
40,3,21,min_cut_edge_front,7,8,25,3,0.1359
40,3,21,min_cut_vertex_front,11,15,14,5,0.1359
40,3,21,hybrid,7,8,25,3,0.1359
40,3,22,max_degree,15,10,15,4,0.1359
40,3,22,max_white_neighbors,15,10,15,4,0.1359
40,3,22,min_cut_edge_front,15,10,15,4,0.1359
40,3,22,min_cut_vertex_front,21,15,4,5,0.1359
40,3,22,hybrid,15,10,15,4,0.1359
40,3,23,max_degree,16,10,14,4,0.1372
40,3,23,max_white_neighbors,16,10,14,4,0.1372
40,3,23,min_cut_edge_front,16,10,14,4,0.1372
40,3,23,min_cut_vertex_front,20,14,6,5,0.1372
40,3,23,hybrid,16,10,14,4,0.1372
40,3,24,max_degree,16,9,15,3,0.1397
40,3,24,max_white_neighbors,14,9,17,3,0.1397
40,3,24,min_cut_edge_front,16,9,15,3,0.1397
40,3,24,min_cut_vertex_front,23,14,3,5,0.1397
40,3,24,hybrid,14,9,17,3,0.1397
40,3,25,max_degree,11,9,20,3,0.1359
40,3,25,max_white_neighbors,11,9,20,3,0.1359
40,3,25,min_cut_edge_front,11,9,20,3,0.1359
40,3,25,min_cut_vertex_front,23,14,3,5,0.1359
40,3,25,hybrid,11,9,20,3,0.1359
40,3,26,max_degree,9,9,22,3,0.1359
40,3,26,max_white_neighbors,8,9,23,3,0.1359
40,3,26,min_cut_edge_front,9,9,22,3,0.1359
40,3,26,min_cut_vertex_front,9,11,20,4,0.1359
40,3,26,hybrid,8,9,23,3,0.1359
40,3,27,max_degree,18,14,8,5,0.1372
40,3,27,max_white_neighbors,18,13,9,5,0.1372
40,3,27,min_cut_edge_front,18,14,8,5,0.1372
40,3,27,min_cut_vertex_front,23,15,2,5,0.1372
40,3,27,hybrid,18,13,9,5,0.1372
40,3,28,max_degree,18,12,10,4,0.141
40,3,28,max_white_neighbors,20,14,6,5,0.141
40,3,28,min_cut_edge_front,18,12,10,4,0.141
40,3,28,min_cut_vertex_front,27,13,0,5,0.141
40,3,28,hybrid,20,14,6,5,0.141
40,3,29,max_degree,9,8,23,3,0.1385
40,3,29,max_white_neighbors,9,8,23,3,0.1385
40,3,29,min_cut_edge_front,9,8,23,3,0.1385
40,3,29,min_cut_vertex_front,9,8,23,3,0.1385
40,3,29,hybrid,9,8,23,3,0.1385
40,3,30,max_degree,20,15,5,5,0.1385
40,3,30,max_white_neighbors,17,12,11,4,0.1385
40,3,30,min_cut_edge_front,20,15,5,5,0.1385
40,3,30,min_cut_vertex_front,19,14,7,5,0.1385
40,3,30,hybrid,17,12,11,4,0.1385
50,1,1,max_degree,44,6,0,6,0.111
50,1,1,max_white_neighbors,44,6,0,6,0.111
50,1,1,min_cut_edge_front,44,6,0,6,0.111
50,1,1,min_cut_vertex_front,45,5,0,5,0.111
50,1,1,hybrid,44,6,0,6,0.111
50,1,2,max_degree,44,6,0,6,0.1118
50,1,2,max_white_neighbors,44,5,1,5,0.1118
50,1,2,min_cut_edge_front,44,6,0,6,0.1118
50,1,2,min_cut_vertex_front,45,5,0,5,0.1118
50,1,2,hybrid,44,6,0,6,0.1118
50,1,3,max_degree,45,5,0,5,0.111
50,1,3,max_white_neighbors,45,5,0,5,0.111
50,1,3,min_cut_edge_front,45,5,0,5,0.111
50,1,3,min_cut_vertex_front,45,5,0,5,0.111
50,1,3,hybrid,45,5,0,5,0.111
50,1,4,max_degree,45,5,0,5,0.1094
50,1,4,max_white_neighbors,45,5,0,5,0.1094
50,1,4,min_cut_edge_front,45,5,0,5,0.1094
50,1,4,min_cut_vertex_front,45,5,0,5,0.1094
50,1,4,hybrid,45,5,0,5,0.1094
50,1,5,max_degree,45,5,0,5,0.1135
50,1,5,max_white_neighbors,45,5,0,5,0.1135
50,1,5,min_cut_edge_front,45,5,0,5,0.1135
50,1,5,min_cut_vertex_front,45,5,0,5,0.1135
50,1,5,hybrid,45,5,0,5,0.1135
50,1,6,max_degree,44,6,0,6,0.1118
50,1,6,max_white_neighbors,44,6,0,6,0.1118
50,1,6,min_cut_edge_front,44,6,0,6,0.1118
50,1,6,min_cut_vertex_front,46,4,0,4,0.1118
50,1,6,hybrid,44,6,0,6,0.1118
50,1,7,max_degree,42,6,2,6,0.1118
50,1,7,max_white_neighbors,44,6,0,6,0.1118
50,1,7,min_cut_edge_front,44,6,0,6,0.1118
50,1,7,min_cut_vertex_front,44,6,0,6,0.1118
50,1,7,hybrid,44,6,0,6,0.1118
50,1,8,max_degree,45,5,0,5,0.1094
50,1,8,max_white_neighbors,44,6,0,6,0.1094
50,1,8,min_cut_edge_front,45,5,0,5,0.1094
50,1,8,min_cut_vertex_front,45,5,0,5,0.1094
50,1,8,hybrid,44,6,0,6,0.1094
50,1,9,max_degree,43,5,2,5,0.111
50,1,9,max_white_neighbors,45,5,0,5,0.111
50,1,9,min_cut_edge_front,43,5,2,5,0.111
50,1,9,min_cut_vertex_front,46,4,0,4,0.111
50,1,9,hybrid,45,5,0,5,0.111
50,1,10,max_degree,45,5,0,5,0.1143
50,1,10,max_white_neighbors,45,5,0,5,0.1143
50,1,10,min_cut_edge_front,45,5,0,5,0.1143
50,1,10,min_cut_vertex_front,45,5,0,5,0.1143
50,1,10,hybrid,45,5,0,5,0.1143
50,1,11,max_degree,42,8,0,8,0.1135
50,1,11,max_white_neighbors,43,7,0,7,0.1135
50,1,11,min_cut_edge_front,44,6,0,6,0.1135
50,1,11,min_cut_vertex_front,43,7,0,7,0.1135
50,1,11,hybrid,43,7,0,7,0.1135
50,1,12,max_degree,42,7,1,7,0.1127
50,1,12,max_white_neighbors,42,7,1,7,0.1127
50,1,12,min_cut_edge_front,42,7,1,7,0.1127
50,1,12,min_cut_vertex_front,45,5,0,5,0.1127
50,1,12,hybrid,42,7,1,7,0.1127
50,1,13,max_degree,44,6,0,6,0.1118
50,1,13,max_white_neighbors,43,7,0,7,0.1118
50,1,13,min_cut_edge_front,44,6,0,6,0.1118
50,1,13,min_cut_vertex_front,44,6,0,6,0.1118
50,1,13,hybrid,43,7,0,7,0.1118
50,1,14,max_degree,45,5,0,5,0.1118
50,1,14,max_white_neighbors,44,6,0,6,0.1118
50,1,14,min_cut_edge_front,45,5,0,5,0.1118
50,1,14,min_cut_vertex_front,45,5,0,5,0.1118
50,1,14,hybrid,44,6,0,6,0.1118
50,1,15,max_degree,44,6,0,6,0.1127
50,1,15,max_white_neighbors,44,6,0,6,0.1127
50,1,15,min_cut_edge_front,44,6,0,6,0.1127
50,1,15,min_cut_vertex_front,44,6,0,6,0.1127
50,1,15,hybrid,44,6,0,6,0.1127
50,1,16,max_degree,46,4,0,4,0.111
50,1,16,max_white_neighbors,46,4,0,4,0.111
50,1,16,min_cut_edge_front,46,4,0,4,0.111
50,1,16,min_cut_vertex_front,46,4,0,4,0.111
50,1,16,hybrid,46,4,0,4,0.111
50,1,17,max_degree,44,6,0,6,0.1102
50,1,17,max_white_neighbors,44,6,0,6,0.1102
50,1,17,min_cut_edge_front,44,6,0,6,0.1102
50,1,17,min_cut_vertex_front,45,5,0,5,0.1102
50,1,17,hybrid,44,6,0,6,0.1102
50,1,18,max_degree,45,5,0,5,0.1135
50,1,18,max_white_neighbors,45,5,0,5,0.1135
50,1,18,min_cut_edge_front,45,5,0,5,0.1135
50,1,18,min_cut_vertex_front,44,6,0,6,0.1135
50,1,18,hybrid,45,5,0,5,0.1135
50,1,19,max_degree,44,6,0,6,0.111
50,1,19,max_white_neighbors,44,6,0,6,0.111
50,1,19,min_cut_edge_front,44,6,0,6,0.111
50,1,19,min_cut_vertex_front,45,5,0,5,0.111
50,1,19,hybrid,44,6,0,6,0.111
50,1,20,max_degree,45,5,0,5,0.1118
50,1,20,max_white_neighbors,45,5,0,5,0.1118
50,1,20,min_cut_edge_front,45,5,0,5,0.1118
50,1,20,min_cut_vertex_front,45,5,0,5,0.1118
50,1,20,hybrid,45,5,0,5,0.1118
50,1,21,max_degree,44,6,0,6,0.1094
50,1,21,max_white_neighbors,44,6,0,6,0.1094
50,1,21,min_cut_edge_front,44,6,0,6,0.1094
50,1,21,min_cut_vertex_front,44,6,0,6,0.1094
50,1,21,hybrid,44,6,0,6,0.1094
50,1,22,max_degree,43,7,0,7,0.1127
50,1,22,max_white_neighbors,43,7,0,7,0.1127
50,1,22,min_cut_edge_front,43,7,0,7,0.1127
50,1,22,min_cut_vertex_front,44,6,0,6,0.1127
50,1,22,hybrid,43,7,0,7,0.1127
50,1,23,max_degree,46,4,0,4,0.1127
50,1,23,max_white_neighbors,46,4,0,4,0.1127
50,1,23,min_cut_edge_front,46,4,0,4,0.1127
50,1,23,min_cut_vertex_front,46,4,0,4,0.1127
50,1,23,hybrid,46,4,0,4,0.1127
50,1,24,max_degree,43,6,1,6,0.1135
50,1,24,max_white_neighbors,43,6,1,6,0.1135
50,1,24,min_cut_edge_front,45,5,0,5,0.1135
50,1,24,min_cut_vertex_front,45,5,0,5,0.1135
50,1,24,hybrid,43,6,1,6,0.1135
50,1,25,max_degree,44,6,0,6,0.1102
50,1,25,max_white_neighbors,44,5,1,5,0.1102
50,1,25,min_cut_edge_front,45,5,0,5,0.1102
50,1,25,min_cut_vertex_front,44,5,1,5,0.1102
50,1,25,hybrid,44,5,1,5,0.1102
50,1,26,max_degree,45,5,0,5,0.1127
50,1,26,max_white_neighbors,45,5,0,5,0.1127
50,1,26,min_cut_edge_front,45,5,0,5,0.1127
50,1,26,min_cut_vertex_front,45,5,0,5,0.1127
50,1,26,hybrid,45,5,0,5,0.1127
50,1,27,max_degree,44,6,0,6,0.1118
50,1,27,max_white_neighbors,44,6,0,6,0.1118
50,1,27,min_cut_edge_front,44,6,0,6,0.1118
50,1,27,min_cut_vertex_front,44,6,0,6,0.1118
50,1,27,hybrid,44,6,0,6,0.1118
50,1,28,max_degree,43,6,1,6,0.1151
50,1,28,max_white_neighbors,44,6,0,6,0.1151
50,1,28,min_cut_edge_front,44,6,0,6,0.1151
50,1,28,min_cut_vertex_front,44,6,0,6,0.1151
50,1,28,hybrid,44,6,0,6,0.1151
50,1,29,max_degree,45,5,0,5,0.1127
50,1,29,max_white_neighbors,45,5,0,5,0.1127
50,1,29,min_cut_edge_front,45,5,0,5,0.1127
50,1,29,min_cut_vertex_front,45,5,0,5,0.1127
50,1,29,hybrid,45,5,0,5,0.1127
50,1,30,max_degree,43,6,1,6,0.1127
50,1,30,max_white_neighbors,44,6,0,6,0.1127
50,1,30,min_cut_edge_front,43,6,1,6,0.1127
50,1,30,min_cut_vertex_front,45,5,0,5,0.1127
50,1,30,hybrid,44,6,0,6,0.1127
50,2,1,max_degree,29,14,7,7,0.111
50,2,1,max_white_neighbors,31,13,6,7,0.111
50,2,1,min_cut_edge_front,34,16,0,8,0.111
50,2,1,min_cut_vertex_front,37,12,1,6,0.111
50,2,1,hybrid,31,13,6,7,0.111
50,2,2,max_degree,39,11,0,6,0.1118
50,2,2,max_white_neighbors,39,11,0,6,0.1118
50,2,2,min_cut_edge_front,39,11,0,6,0.1118
50,2,2,min_cut_vertex_front,36,12,2,6,0.1118
50,2,2,hybrid,39,11,0,6,0.1118
50,2,3,max_degree,21,13,16,7,0.111
50,2,3,max_white_neighbors,20,12,18,6,0.111
50,2,3,min_cut_edge_front,22,12,16,6,0.111
50,2,3,min_cut_vertex_front,37,13,0,7,0.111
50,2,3,hybrid,22,12,16,6,0.111
50,2,4,max_degree,40,10,0,5,0.1094
50,2,4,max_white_neighbors,36,12,2,6,0.1094
50,2,4,min_cut_edge_front,40,10,0,5,0.1094
50,2,4,min_cut_vertex_front,39,11,0,6,0.1094
50,2,4,hybrid,36,12,2,6,0.1094
50,2,5,max_degree,34,12,4,6,0.1135
50,2,5,max_white_neighbors,34,12,4,6,0.1135
50,2,5,min_cut_edge_front,34,12,4,6,0.1135
50,2,5,min_cut_vertex_front,40,10,0,5,0.1135
50,2,5,hybrid,34,12,4,6,0.1135
50,2,6,max_degree,38,10,2,5,0.1118
50,2,6,max_white_neighbors,36,11,3,6,0.1118
50,2,6,min_cut_edge_front,38,10,2,5,0.1118
50,2,6,min_cut_vertex_front,42,8,0,4,0.1118
50,2,6,hybrid,36,11,3,6,0.1118
50,2,7,max_degree,27,13,10,7,0.1118
50,2,7,max_white_neighbors,21,10,19,5,0.1118
50,2,7,min_cut_edge_front,36,14,0,7,0.1118
50,2,7,min_cut_vertex_front,38,12,0,6,0.1118
50,2,7,hybrid,21,10,19,5,0.1118
50,2,8,max_degree,38,11,1,6,0.1094
50,2,8,max_white_neighbors,38,11,1,6,0.1094
50,2,8,min_cut_edge_front,38,11,1,6,0.1094
50,2,8,min_cut_vertex_front,40,10,0,5,0.1094
50,2,8,hybrid,38,11,1,6,0.1094
50,2,9,max_degree,35,10,5,5,0.111
50,2,9,max_white_neighbors,33,9,8,5,0.111
50,2,9,min_cut_edge_front,35,10,5,5,0.111
50,2,9,min_cut_vertex_front,41,8,1,4,0.111
50,2,9,hybrid,33,9,8,5,0.111
50,2,10,max_degree,21,9,20,5,0.1143
50,2,10,max_white_neighbors,21,9,20,5,0.1143
50,2,10,min_cut_edge_front,21,9,20,5,0.1143
50,2,10,min_cut_vertex_front,32,15,3,8,0.1143
50,2,10,hybrid,21,9,20,5,0.1143
50,2,11,max_degree,35,15,0,8,0.1135
50,2,11,max_white_neighbors,31,14,5,7,0.1135
50,2,11,min_cut_edge_front,36,14,0,7,0.1135
50,2,11,min_cut_vertex_front,36,14,0,7,0.1135
50,2,11,hybrid,31,14,5,7,0.1135
50,2,12,max_degree,36,13,1,7,0.1127
50,2,12,max_white_neighbors,36,13,1,7,0.1127
50,2,12,min_cut_edge_front,36,13,1,7,0.1127
50,2,12,min_cut_vertex_front,31,15,4,8,0.1127
50,2,12,hybrid,36,13,1,7,0.1127
50,2,13,max_degree,23,13,14,7,0.1118
50,2,13,max_white_neighbors,23,13,14,7,0.1118
50,2,13,min_cut_edge_front,29,15,6,8,0.1118
50,2,13,min_cut_vertex_front,37,13,0,7,0.1118
50,2,13,hybrid,29,15,6,8,0.1118
50,2,14,max_degree,36,13,1,7,0.1118
50,2,14,max_white_neighbors,36,13,1,7,0.1118
50,2,14,min_cut_edge_front,37,12,1,6,0.1118
50,2,14,min_cut_vertex_front,38,12,0,6,0.1118
50,2,14,hybrid,36,13,1,7,0.1118
50,2,15,max_degree,38,12,0,6,0.1127
50,2,15,max_white_neighbors,37,13,0,7,0.1127
50,2,15,min_cut_edge_front,38,12,0,6,0.1127
50,2,15,min_cut_vertex_front,39,11,0,6,0.1127
50,2,15,hybrid,37,13,0,7,0.1127
50,2,16,max_degree,40,10,0,5,0.111
50,2,16,max_white_neighbors,36,9,5,5,0.111
50,2,16,min_cut_edge_front,40,10,0,5,0.111
50,2,16,min_cut_vertex_front,41,9,0,5,0.111
50,2,16,hybrid,36,9,5,5,0.111
50,2,17,max_degree,39,11,0,6,0.1102
50,2,17,max_white_neighbors,24,8,18,4,0.1102
50,2,17,min_cut_edge_front,39,11,0,6,0.1102
50,2,17,min_cut_vertex_front,40,10,0,5,0.1102
50,2,17,hybrid,24,8,18,4,0.1102
50,2,18,max_degree,40,10,0,5,0.1135
50,2,18,max_white_neighbors,40,10,0,5,0.1135
50,2,18,min_cut_edge_front,40,10,0,5,0.1135
50,2,18,min_cut_vertex_front,39,11,0,6,0.1135
50,2,18,hybrid,40,10,0,5,0.1135
50,2,19,max_degree,38,11,1,6,0.111
50,2,19,max_white_neighbors,38,11,1,6,0.111
50,2,19,min_cut_edge_front,38,11,1,6,0.111
